,alcoholic,cocktail_name,glass,ingredients,ingredients_and_quantities,instructions,cocktail_picture,popular_month_name,visitors,popular_month_no,popular_season_name,alcohol_type_includes,liqueurs_includes
279,Alcoholic,Old Pal,Nick and Nora Glass,"Dry Vermouth, Campari, Rye Whiskey, ","Dry Vermouth - 1 oz, Campari - 1 oz, Rye whiskey - 2 oz,","Chill cocktail glass. Add ingredients to a mixing glass, and fill 2/3 full with ice. Stir about 20 seconds. Empty cocktail glass and strain into the glass. Garnish with a twist of lemon peel.",https://www.acouplecooks.com/wp-content/uploads/2020/04/Old-Pal-Cocktail-005.jpg,,,,,"['whiskey', 'wine']",['liqueurs']
280,Non alcoholic,Orangeade,Highball glass,"Soda Water, Sugar Syrup, Orange Juice, Lemon Juice, ","Soda water, Sugar syrup - 2-3 cl , Orange juice - 15 cl , Lemon juice - 5 cl ,","Place some ice cubes in a large tumbler or highball glass, add lemon juice, orange juice, sugar syrup, and stir well. Top up with cold soda water, serve with a drinking straw.",http://www.thecocktaildb.com/images/media/drink/ytsxxw1441167732.jpg,,,,,,
281,Alcoholic,Orange Whip,Collins Glass,"Ice, Cream, Vodka, Rum, Orange Juice, ","Ice - Over , Cream - 1 package , Vodka - 1 oz , Rum - 1 oz , Orange juice - 4 oz ,",Pour ingredients over ice and stir.,http://www.thecocktaildb.com/images/media/drink/ttyrxr1454514759.jpg,,,,,"['rum', 'vodka']",
282,Alcoholic,Orange Crush,Shot glass,"Orange Juice, Triple Sec, Vodka, ","Orange juice - 1 oz , Triple sec - 1 oz , Vodka - 1 oz ,",Add all ingredients to tumbler-Pour as shot,http://www.thecocktaildb.com/images/media/drink/zvoics1504885926.jpg,,,,,['vodka'],['liqueurs']
283,Alcoholic,Orange Oasis,Highball glass,"Ginger Ale, Orange Juice, Gin, Cherry Brandy, ","Ginger ale, Orange juice - 4 oz , Gin - 1 1/2 oz , Cherry brandy - 1/2 oz ,","Shake brandy, gin, and orange juice with ice and strain into a highball glass over ice cubes. Fill with ginger ale, stir, and serve.","https://ik.imagekit.io/bhug69xts/tr:h-1200,w-1200/orange-oasis.png",,,,,"['beer', 'brandy', 'gin']",
284,Alcoholic,Old Fashioned,Old-fashioned glass,"Water, Sugar, Angostura Bitters, Bourbon, ","Water - dash, Sugar - 1 cube, Angostura bitters - 2 dashes, Bourbon - 4.5 cL,","Place sugar cube in old fashioned glass and saturate with bitters, add a dash of plain water. Muddle until dissolved.

Fill the glass with ice cubes and add whiskey.



Garnish with orange twist, and a cocktail cherry.",http://www.thecocktaildb.com/images/media/drink/vrwquq1478252802.jpg,,,,,['whiskey'],
285,Alcoholic,Oreo Mudslide,Collins Glass,"Oreo Cookie, Vanilla Ice-Cream, Baileys Irish Cream, Kahlua, Vodka, ","Oreo cookie - 1 , Vanilla ice-cream - 2 scoops , Baileys irish cream - 1 oz , Kahlua - 1 oz , Vodka - 1 oz ,","Blend Vodka, Kahlua, Bailey's, ice-cream and the Oreo well in a blender. Pour into a large frosted glass. Garnish with whipped cream and a cherry.",http://www.thecocktaildb.com/images/media/drink/tpwwut1468925017.jpg,,,,,['vodka'],['liqueurs']
286,Alcoholic,Oatmeal Cookie,Mason jar,"Goldschlager, Jagermeister, Butterscotch Schnapps, Baileys Irish Cream, Kahlua, ","Goldschlager - 1/2 part, Jagermeister - 1 part, Butterscotch schnapps - 4 parts, Baileys irish cream - 2 parts, Kahlua - 2 parts,","Just mix it all together.

It's meant to be a shot, but it works just fine as a proper adult-sized drink over lots of ice.



Tastes like an oatmeal cookie.",https://cookingwithcurls.com/wp-content/uploads/2022/03/Oatmeal-Cookie-Cocktail.-cookingwithcurls.com_.jpg,,,,,"['beer', 'whiskey']",['liqueurs']
287,Alcoholic,Orange Push-up,Hurricane glass,"Sour Mix, Orange Juice, Grenadine, Spiced Rum, ","Sour mix - 1 splash , Orange juice - 4 oz , Grenadine - 0.5 oz , Spiced rum - 1.5 oz ,",Combine liquors in a blender. Add a half scoop of ice and blend. Garnish with an orange and cherry flag. So good it will melt in your mouth!!!,http://www.thecocktaildb.com/images/media/drink/mgf0y91503565781.jpg,,,,,"['beer', 'rum']",
288,Alcoholic,Orange Rosemary Collins,Highball glass,"Orange Peel, Rosemary, Soda Water, Rosemary Syrup, Lemon Juice, Orange Juice, Gin, ","Orange Peel - Garnish with, Rosemary - Garnish with, Soda Water - Top, Rosemary Syrup - 25 ml, Lemon Juice - Top, Orange Juice - Top, Gin - 1 shot,",Add the spirits to the bottom of the glass and top equally with the mixer drinks. Garnish with orange slices inside the glass as well as some rosemary on top.,https://www.thecocktaildb.com/images/media/drink/mokcas1604179977.jpg,,,,,"['gin', 'wine']",
289,Non alcoholic,Orange Scented Hot Chocolate,Coffee mug,"Nutmeg, Espresso, Orange Peel, Chocolate, Milk, ","Nutmeg - 1/8 tsp ground , Espresso - 1/2 tsp instant , Orange peel - 3 2-inch strips , Chocolate - 4 oz chopped bittersweet or semi-sweet , Milk - 2 cups ,","Combine all ingredients in heavy medium saucepan. Stir over low heat until chocolate melts. Increase heat and bring just to a boil, stirring often. Remove from heat and whisk untily frothy. Return to heat and bring to boil again. Remove from heat, whisk until frothy. Repeat heating and whisking once again. Discard orange peel. (Can be prepared 2 hours ahead. Let stand at room temperature. Before serving, bring just to boil, remove from heat and whisk until frothy.) Pour hot chocolate into coffee mugs. Makes 2 servings.",http://www.thecocktaildb.com/images/media/drink/hdzwrh1487603131.jpg,,,,,,
290,Alcoholic,Owen's Grandmother's Revenge,Highball glass,"Ice, Lemonade, Beer, Whiskey, ","Ice - 1 cup crushed , Lemonade - 12 oz frozen , Beer - 12 oz , Whiskey - 12 oz ,",Add ingredients and mix in blender.,https://www.thecocktaildb.com/images/media/drink/2x8thr1504816928.jpg,,,,,"['beer', 'whiskey']",
291,Alcoholic,Paloma,Collins glass,"Tequila, Grape Soda, ","Tequila - 1 1/2 oz, Grape Soda - 3 oz,",Stir together and serve over ice.,https://www.thecocktaildb.com/images/media/drink/samm5j1513706393.jpg,,,,,['tequila'],
292,Alcoholic,Paradise,Cocktail glass,"Orange Juice, Apricot Brandy, Gin, ","Orange Juice - 3 parts , Apricot Brandy - 4 parts, Gin - 7 parts,",Shake together over ice. Strain into cocktail glass and serve chilled.,http://www.thecocktaildb.com/images/media/drink/ejozd71504351060.jpg,,,,,"['brandy', 'gin']",
293,Alcoholic,Pink Gin,White wine glass,"Gin, Bitters, ","Gin - 2 oz , Bitters - 3 dashes ,","Pour the bitters into a wine glass. Swirl the glass to coat the inside with the bitters, shake out the excess. Pour the gin into the glass. Do not add ice.",http://www.thecocktaildb.com/images/media/drink/qyr51e1504888618.jpg,,,,,['gin'],
294,Alcoholic,Pegu Club,Cocktail glass,"Orange Bitters, Angostura Bitters, Lime Juice, Orange Curacao, Gin, ","Orange Bitters - 1 dash, Angostura Bitters - 1 dash, Lime Juice - 3/4 oz, Orange Curacao - 3/4 oz, Gin - 1 1/2 oz,","Shake, strain, up, cocktail glass",https://www.thecocktaildb.com/images/media/drink/jfkemm1513703902.jpg,,,,,['gin'],
295,Alcoholic,Pink Lady,Cocktail glass,"Egg White, Light Cream, Grenadine, Gin, ","Egg white - 1 , Light cream - 1 tsp , Grenadine - 1 tsp , Gin - 1 1/2 oz ,","Shake all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/5ia6j21504887829.jpg,,,,,['gin'],
296,Alcoholic,Pink Moon,Whiskey Glass,"Blackberries, Lime Juice, Elderflower Cordial, Coconut Liqueur, Gin, ","Blackberries - Garnish with, Lime Juice - 30 ml, Elderflower cordial - 25 ml, Coconut Liqueur - 1 shot, Gin - 1 shot,","Slowly shake in a shaker with ice, strain into a square whiskey glass. Top with fresh ice. Add the blackberries to garnish. Add flowers and a green leaf for a special look!",https://www.thecocktaildb.com/images/media/drink/lnjoc81619696191.jpg,,,,,['gin'],
297,Alcoholic,Penicillin,Old-fashioned glass,"Islay Single Malt Scotch, Ginger Syrup, Honey Syrup, Lemon Juice, Blended Scotch, ","Islay single malt Scotch - 1/4 oz, Ginger Syrup - 2 tsp, Honey syrup - 2 tsp, Lemon Juice - 3/4 oz, Blended Scotch - 2 oz,","Shake blended Scotch, lemon juice, honey syrup and ginger syrup with ice. Strain over large ice in chilled rocks glass. Float smoky Scotch on top (be sure to use a smoky Scotch such as an Islay single malt). Garnish with candied ginger.",https://www.thecocktaildb.com/images/media/drink/hc9b1a1521853096.jpg,,,,,"['gin', 'whiskey']",
298,Alcoholic,Pisco Sour,Cocktail glass,"Egg White, Ice, Sugar, Lemon Juice, Pisco, ","Egg White, Ice - 1, Sugar - 1-2 tblsp , Lemon juice - 1 oz , Pisco - 2 oz ,","Vigorously shake and strain contents in a cocktail shaker with ice cubes, then pour into glass and garnish with bitters.

","https://ik.imagekit.io/bhug69xts/tr:h-1200,w-1200/pisco-sour.png",,,,,['brandy'],['liqueurs']
299,Alcoholic,Porto flip,Cocktail glass,"Egg Yolk, Port, Brandy, ","Egg Yolk - 2 parts, Port - 9 parts, Brandy - 3 parts,","Shake ingredients together in a mixer with ice. Strain into glass, garnish and serve.",http://www.thecocktaildb.com/images/media/drink/64x5j41504351518.jpg,,,,,"['brandy', 'wine']",
300,Alcoholic,Pina Colada,Collins glass,"Pineapple, Coconut Milk, Light Rum, ","Pineapple - 3 tblsp , Coconut milk - 3 tblsp , Light rum - 3 oz ,","Mix with crushed ice in blender until smooth. Pour into chilled glass, garnish and serve.",http://www.thecocktaildb.com/images/media/drink/cpf4j51504371346.jpg,,,,,['rum'],
301,Alcoholic,Pink Penocha,Punch bowl,"Cranberry Juice, Orange Juice, Peach Schnapps, Vodka, Everclear, ","Cranberry juice - 1 gal , Orange juice - 1 gal , Peach schnapps - 1750 ml , Vodka - 1750 ml , Everclear - 750 ml ,",mix all ingredients into bowl keep iced stir frequently,https://www.haveacocktail.com/images/da/8/8734.jpg,,,,,['vodka'],
302,Alcoholic,Pure Passion,Whiskey sour glass,"Mint, Peach Bitters, Passion Fruit Syrup, Lime Juice, Passoa, Rum, ","Mint - Garnish with, Peach Bitters - Dash, Passion fruit syrup - 15 ml, Lime Juice - 30 ml, Passoa - 20 ml, Rum - 40 ml,",Mix up all ingredients with a cocktail stirrer and serve with crushed ice with mint and edible flour if available.,https://www.thecocktaildb.com/images/media/drink/4tymma1604179273.jpg,,,,,['rum'],
303,Alcoholic,Popped cherry,Highball glass,"Orange Juice, Cranberry Juice, Cherry Liqueur, Vodka, ","Orange juice - 4 oz , Cranberry juice - 4 oz , Cherry liqueur - 2 oz , Vodka - 2 oz ,",Served over ice in a tall glass with a popped cherry (can add more popped cherries if in the mood)!,https://www.simplyrecipes.com/thmb/-UD_Z-ehi2VKhTDKJPwp5eeZ7lE=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/Simply-Recipes-Cherry-Pop-Cocktail-LEAD-5_RECIRC-ad3b7f23c4d84bebabafa63370626d4d.jpg,,,,,['vodka'],
304,Alcoholic,Poppy Cocktail,Cocktail glass,"Creme De Cacao, Gin, ","Creme de Cacao - 3/4 oz white , Gin - 1 1/2 oz ,","Shake ingredients with ice, strain into a cocktail glass, and serve.",https://www.goodcocktails.com/images/drinks/white-spider/white-spider-380.webp,,,,,['gin'],
305,Alcoholic,Port Wine Flip,Whiskey sour glass,"Nutmeg, Egg, Powdered Sugar, Light Cream, Port, ","Nutmeg, Egg - 1 whole , Powdered sugar - 1 tsp , Light cream - 2 tsp , Port - 1 1/2 oz ,",Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,"https://ik.imagekit.io/bhug69xts/tr:h-1200,w-1200/port-flip.png",,,,,['wine'],
306,Alcoholic,Planter's Punch,Collins glass,"Pineapple Juice, Orange Juice, Orgeat Syrup, Dark Rum, ","Pineapple juice - 1 part , Orange juice - 2 parts , Orgeat syrup - 1/2 part , Dark rum - 1 part ,","Pour all ingredients, except the bitters, into shaker filled with ice. Shake well. Pour into large glass, filled with ice. Add Angostura bitters, ""on top"". Garnish with cocktail cherry and pineapple.",http://www.thecocktaildb.com/images/media/drink/yvos231504351384.jpg,,,,,['rum'],
307,Alcoholic,Pineapple Paloma,Collins glass,"Pepper, Lime, Pineapple Juice, Fresh Lime Juice, Grapefruit Juice, Tequila, ","Pepper - Rimmed, Lime - Garnish with, Pineapple Juice - 8 oz, Fresh Lime Juice - 1 oz, Grapefruit Juice - 4 oz, Tequila - 4 oz,","Rub the rim of each glass with lime slice and dip into salt.

Add ice, tequila, grapefruit juice, lime juice and top with pineapple soda.

Give it a quick stir.

Garnish with fresh pineapple or lime.",https://www.missinthekitchen.com/wp-content/uploads/2019/03/Pineapple-Paloma-Cocktail-Recipe-Photo.jpg,,,,,['tequila'],
308,Alcoholic,Pornstar Martini,Cocktail glass,"Prosecco, Lime, Passion Fruit Juice, Passoa, Vodka, ","Prosecco - 1 shot, Lime - 1 cl, Passion fruit juice - 1 cl, Passoa - 3 cl, Vodka - 3 cl,",Straight: Pour all ingredients into mixing glass with ice cubes. Shake well. Strain in chilled martini cocktail glass. Cut passion fruit in half and use as garnish. Pour prosecco into a chilled shot glass and serve alongside the martini.,https://www.thecocktaildb.com/images/media/drink/xjhjdf1630406071.jpg,,,,,"['vodka', 'wine']",
309,Alcoholic,Planters Punch,Highball glass,"Angostura Bitters, Sugar Syrup, Grenadine, Pineapple Juice, Orange Juice, Dark Rum, ","Angostura Bitters - 4 drops, Sugar Syrup - 1 cl, Grenadine - 1 cl, Pineapple Juice - 3.5 cl, Orange Juice - 3 cl, Dark Rum - 4.5 cL,",Squeeze an orange and strain the juice. Put all the ingredients in a shaker filled with ice and shake for at least 12 seconds. Strain into a highball glass and decorate with a pineapple wedge or fruit of your choice.,https://www.liquor.com/thmb/5YCaNXWLJcGjhpQdZJKdBYs5NS0=/1500x0/filters:no_upscale():max_bytes(150000):strip_icc()/__opt__aboutcom__coeus__resources__content_migration__liquor__2018__02__14093314__planters-punch-720x720-recipe-b588afaf107743f88f79db8f7c386e83.jpg,,,,,['rum'],
310,Alcoholic,Port And Starboard,Pousse cafe glass,"Green Creme De Menthe, Grenadine, ","Green Creme de Menthe - 1/2 oz , Grenadine - 1 tblsp ,","Pour carefully into a pousse-cafe glass, so that creme de menthe floats on grenadine. Serve without mixing.",https://cdn.diffords.com/contrib/stock-images/2017/1/32/2017f47c724aec150ab53ce883a600dc4b4d.jpg,,,,,,
311,Alcoholic,Port Wine Cocktail,Cocktail glass,"Brandy, Port, ","Brandy - 1/2 tsp , Port - 2 1/2 oz ,","Stir ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/qruprq1441553976.jpg,,,,,"['brandy', 'wine']",
312,Non alcoholic,Pysch Vitamin Light,Collins Glass,"Ice, Pineapple Juice, Apple Juice, Orange Juice, ","Ice, Pineapple juice - 1 part , Apple juice - 1 part , Orange juice - 1 part ,",Shake with ice.,http://www.thecocktaildb.com/images/media/drink/xsqsxw1441553580.jpg,,,,,,
313,Alcoholic,Pink Panty Pulldowns,Collins Glass,"Vodka, Pink Lemonade, Sprite, ","Vodka - 2 cups , Pink lemonade - 2 cups , Sprite - 1 L ,",Shake well,http://www.thecocktaildb.com/images/media/drink/squsuy1468926657.jpg,,,,,['vodka'],
314,Alcoholic,Passion Fruit Martini,Cocktail glass,"Passion Fruit Juice, Sugar Syrup, Vodka, ","Passion fruit juice - Full Glass, Sugar Syrup - 1/2 shot, Vodka - 1 shot,",Pour all ingredients into a glass and stir. Garnish with half a passion fruit piece.,https://www.greygoose.com/binaries/content/gallery/greygoose/cocktails/la-vanille/passionfruit-martini/portrait.jpg,,,,,['vodka'],
315,Non alcoholic,Pineapple Gingerale Smoothie,Highball Glass,"Pineapple, Ginger, ","Pineapple - 1/2 , Ginger - 1/4 inch ,",Throw everything into a blender and liquify.,http://www.thecocktaildb.com/images/media/drink/eg9i1d1487603469.jpg,,,,,['gin'],
316,Alcoholic,Quentin,Cocktail glass,"Nutmeg, Light Cream, Kahlua, Dark Rum, ","Nutmeg - 1/8 tsp grated , Light cream - 1 oz , Kahlua - 1/2 oz , Dark rum - 1 1/2 oz ,","In a shaker half-filled with ice cubes, combine the rum, Kahlua, and cream. Shake well. Strain into a cocktail glass and garnish with the nutmeg.",http://www.thecocktaildb.com/images/media/drink/spxtqp1478963398.jpg,,,,,['rum'],['liqueurs']
317,Alcoholic,Queen Bee,Cocktail glass,"Sherry, Lime Vodka, Coffee Brandy, ","Sherry - 1/2 oz cream , Lime vodka - 1 1/2 oz , Coffee brandy - 1 oz ,","Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://media.diageocms.com/eyJrZXkiOiJtZWRpYS96cGRoa29vby9yZWNpcGVpbWFnZV9hbGNvaG9sZnJlZXF1ZWVuYmVlLmpwZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJoZWlnaHQiOjYxMCwid2lkdGgiOjYxMH19fQ==,,,,,"['brandy', 'vodka', 'wine']",
318,Alcoholic,Quick F**K,Shot glass,"Baileys Irish Cream, Midori Melon Liqueur, Kahlua, ","Baileys irish cream - 1 part , Midori melon liqueur - 1 part , Kahlua - 1 part ,","In a shot glass add 1/3 Kahlua first. Then 1/3 Miduri, topping it off with a 1/3 bailey's irish cream",http://www.thecocktaildb.com/images/media/drink/wvtwpp1478963454.jpg,,,,,,['liqueurs']
319,Alcoholic,Quick-sand,Highball glass,"Orange Juice, Black Sambuca, ","Orange juice - Add 250 ml , Black Sambuca - 25 ml ,","Simply add the orange juice, quite a quick pour in order to mix the sambucca with the orange juice. The juice MUST have fruit pulp!",http://www.thecocktaildb.com/images/media/drink/vprxqv1478963533.jpg,,,,,,['liqueurs']
320,Alcoholic,Queen Charlotte,Collins glass,"Lemon-Lime Soda, Grenadine, Red Wine, ","Lemon-lime soda, Grenadine - 1 oz , Red wine - 2 oz ,","Pour red wine and grenadine into a collins glass over ice cubes. Fill with lemon-lime soda, stir, and serve.",https://www.theshakencocktail.com/wp-content/uploads/2022/11/iStock-1148937381.jpg,,,,,['wine'],
321,Alcoholic,Queen Elizabeth,Cocktail glass,"Benedictine, Gin, Dry Vermouth, ","Benedictine - 1 1/2 tsp , Gin - 1 1/2 oz , Dry Vermouth - 1/2 oz ,","Stir all ingredients with ice, strain into a cocktail glass, and serve.",https://cdn.diffords.com/contrib/stock-images/2022/09/631a2fc0371a0.jpg,,,,,"['gin', 'wine']",['liqueurs']
322,Alcoholic,Quaker's Cocktail,Cocktail glass,"Raspberry Syrup, Lemon, Brandy, Light Rum, ","Raspberry syrup - 2 tsp , Lemon - Juice of 1/4 , Brandy - 3/4 oz , Light rum - 3/4 oz ,","Shake all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/yrqppx1478962314.jpg,,,,,"['brandy', 'rum']",
323,Alcoholic,Quarter Deck Cocktail,Cocktail glass,"Lime, Sherry, Light Rum, ","Lime - Juice of 1/2 , Sherry - 1/3 oz cream , Light rum - 1 1/2 ,","Stir all ingredients with ice, strain into a cocktail glass, and serve.",http://www.thecocktaildb.com/images/media/drink/qrwvps1478963017.jpg,,,,,"['rum', 'wine']",
324,Alcoholic,Rose,Cocktail glass,"Powdered Sugar, Grenadine, Lemon Juice, Apricot Brandy, Gin, Dry Vermouth, ","Powdered sugar, Grenadine - 1 tsp , Lemon juice - 1/2 tsp , Apricot brandy - 1/2 oz , Gin - 1 oz , Dry Vermouth - 1/2 oz ,","Shake together in a cocktail shaker, then strain into chilled glass. Garnish and serve.",http://www.thecocktaildb.com/images/media/drink/8kxbvq1504371462.jpg,,,,,"['brandy', 'gin', 'wine']",['liqueurs']
